time(msec),fuel_pressure(psi),chamber_pressure(psi),oxygen_pressure(psi),loadcell(lbs)
2458350,0,0,0,0
2458400,0,0,0,0
2458450,0,0,0,0
2458500,0,0,0,0
2458550,0,0,0,0
2458600,0,0,0,0
2458650,0,0,0,0
2458700,0,0,2,0
2458750,0,0,0,0
2458800,0,2,0,0
2458850,0,0,0,0
2458900,0,0,0,0
2458950,0,0,0,0
2459000,0,0,0,0
2459050,0,0,0,0
2459100,0,0,0,0
2459150,0,0,0,0
2459200,0,0,0,0
2459250,0,0,0,0
2459300,0,0,0,0
2459350,0,0,0,0
2459400,0,0,0,0
2459450,0,0,0,0
2459500,0,0,0,0
2459550,0,0,6,0
2459600,0,0,0,0
2459650,0,0,0,0
2459700,0,0,0,0
2459750,0,0,0,0
2459800,0,0,0,0
2459850,0,0,0,0
2459900,0,0,0,0
2459950,0,0,0,0
2460000,0,0,0,0
2460050,0,4,0,0
2460100,0,0,2,0
2460150,0,6,0,0
2460200,0,2,0,0
2460250,0,8,0,0
2460300,0,4,0,0
2460350,0,0,0,0
2460400,0,0,0,0
2460450,0,0,0,0
2460500,0,0,0,0
2460550,0,0,0,0
2460600,0,0,0,0
2460650,0,0,4,0
2460700,0,0,0,0
2460750,0,0,0,0
2460800,0,0,0,0
2460850,0,0,0,0
2460900,0,2,0,0
2460950,0,0,4,0
2461000,0,0,0,0
2461050,0,0,0,0
2461100,0,0,0,0
2461150,0,0,0,0
2461200,0,0,0,0
2461250,0,0,0,0
2461300,0,2,0,0
2461350,0,0,0,0
2461400,2,0,0,0
2461450,0,0,0,0
2461500,0,0,0,0
2461550,0,0,0,0
2461600,0,0,0,0
2461650,0,0,0,0
2461700,0,0,0,0
2461750,2,0,0,0
2461800,0,4,0,0
2461850,0,4,0,0
2461900,0,0,0,0
2461950,0,0,0,0
2462000,2,0,0,0
2462050,0,0,2,0
2462100,0,0,0,0
2462150,0,0,0,0
2462200,0,0,0,0
2462250,0,0,0,0
2462300,0,0,0,0
2462350,0,0,6,0
2462400,0,0,0,0
2462450,0,0,0,0
2462500,0,0,0,0
2462550,0,0,0,0
2462600,0,0,0,0
2462650,0,0,0,0
2462700,0,0,0,0
2462750,0,0,0,0
2462800,0,0,0,0
2462850,0,0,0,0
2462900,0,0,6,0
2462950,0,0,0,0
2463000,0,0,0,0
2463050,0,0,0,0
2463100,0,0,0,0
2463150,0,0,0,0
2463201,0,0,0,0
2463250,0,4,0,0
2463300,0,8,0,0
2463350,0,4,0,0
2463400,0,2,0,0
2463450,0,2,0,0
2463500,0,0,0,0
2463550,0,0,0,0
2463600,0,0,0,0
2463650,0,0,0,0
2463700,0,0,0,0
2463750,0,0,0,0
2463800,0,0,0,0
2463850,0,0,0,0
2463900,0,0,0,0
2463950,0,0,0,0
2464000,0,0,0,0
2464050,0,0,0,0
2464100,0,0,0,0
2464150,0,0,0,0
2464200,0,0,0,0
2464250,2,0,0,0
2464300,0,0,0,0
2464350,0,0,0,0
2464400,0,0,0,0
2464450,0,0,0,0
2464500,0,0,0,0
2464550,0,0,0,0
2464600,0,0,2,0
2464650,0,0,0,0
2464700,0,0,0,0
2464750,0,0,0,0
2464800,0,0,0,0
2464850,0,2,2,0
2464900,0,0,0,0
2464950,0,4,0,0
2465000,0,4,0,0
2465050,0,0,0,0
2465100,0,0,0,0
2465150,0,0,4,0
2465200,0,0,0,0
2465250,0,0,0,0
2465300,0,0,0,0
2465350,0,0,0,0
2465400,0,0,0,0
2465450,0,0,0,0
2465500,0,0,0,0
2465550,0,0,0,0
2465600,0,0,0,0
2465650,0,0,0,0
2465700,0,0,6,0
2465750,0,0,0,0
2465800,0,0,0,0
2465850,0,0,0,0
2465900,0,0,0,0
2465950,0,0,0,0
2466000,0,0,0,0
2466050,0,0,0,0
2466100,0,0,0,0
2466150,0,0,0,0
2466200,0,0,0,0
2466250,0,0,0,0
2466300,0,0,0,0
2466350,0,0,0,0
2466400,0,0,0,0
2466450,0,0,0,0
2466500,0,0,0,0
2466550,0,8,0,0
2466600,0,0,0,0
2466650,0,6,0,0
2466700,0,2,0,0
2466750,0,0,0,0
2466800,0,0,0,0
2466850,0,0,0,0
2466900,0,0,0,0
2466950,0,0,0,0
2467000,0,0,0,0
2467050,0,0,0,0
2467100,0,0,4,0
2467150,0,0,0,0
2467200,0,0,0,0
2467250,0,0,0,0
2467300,0,0,0,0
2467350,0,0,0,0
2467400,0,0,0,0
2467450,0,0,0,0
2467500,0,0,0,0
2467550,0,0,0,0
2467600,0,0,0,0
2467650,0,0,0,0
2467700,0,0,0,0
2467750,0,0,0,0
2467801,0,0,0,0
2467850,0,0,0,0
2467900,0,0,0,0
2467950,0,0,0,0
2468000,0,0,0,0
2468050,0,2,0,0
2468100,0,0,0,0
2468150,0,0,0,0
2468200,0,0,2,0
2468250,0,0,0,0
2468300,0,0,0,0
2468350,0,0,0,0
2468400,0,0,0,0
2468450,0,0,0,0
2468500,0,0,4,0
2468550,0,0,0,0
2468600,0,0,0,0
2468650,0,0,0,0
2468700,0,0,0,0
2468750,0,0,0,0
2468800,0,0,0,0
2468850,0,0,0,0
2468900,0,0,0,0
2468950,0,0,0,0
2469000,0,0,0,0
2469050,0,0,0,0
2469100,0,0,0,0
2469150,0,0,0,0
2469200,0,0,0,0
2469250,0,0,0,0
2469300,0,0,0,0
2469350,0,2,0,0
2469400,0,0,0,0
2469450,0,0,0,0
2469500,0,0,0,0
2469550,0,0,0,0
2469600,0,4,0,0
2469650,0,4,0,0
2469700,0,0,0,0
2469750,0,4,0,0
2469800,0,0,0,0
2469850,0,0,0,0
2469900,0,0,4,0
2469950,0,0,0,0
2470000,0,0,0,0
2470050,0,0,0,0
2470100,0,0,0,0
2470150,0,0,0,0
2470200,0,0,0,0
2470250,0,0,0,0
2470300,0,0,0,0
2470350,0,0,0,0
2470400,0,0,0,0
2470450,0,0,0,0
2470500,0,0,0,0
2470550,0,0,0,0
2470600,0,0,0,0
2470650,0,0,0,0
2470700,0,0,0,0
2470750,0,0,0,0
2470800,0,0,0,0
2470850,0,0,0,0
2470900,0,0,0,0
2470950,0,0,0,0
2471000,0,0,0,0
2471050,0,0,0,0
2471100,0,0,0,0
2471150,0,0,0,0
2471200,0,0,0,0
2471250,0,0,0,0
2471300,0,0,6,0
2471350,0,4,0,0
2471400,0,0,0,0
2471450,0,0,0,0
2471500,0,2,0,0
2471550,0,0,2,0
2471600,0,0,0,0
2471650,0,0,0,0
2471700,0,0,0,0
2471750,0,0,0,0
2471800,0,0,0,0
2471850,0,0,4,0
2471900,0,0,0,0
2471950,0,0,0,0
2472000,0,0,0,0
2472050,0,0,0,0
2472100,0,0,0,0
2472150,0,0,0,0
2472200,0,0,0,0
2472250,0,0,0,0
2472300,0,0,0,0
2472350,0,0,0,0
2472400,0,0,0,0
2472450,0,0,0,0
2472500,0,0,0,0
2472550,0,0,0,0
2472600,0,0,0,0
2472650,0,0,0,0
2472700,0,0,0,0
2472750,0,0,0,0
2472800,0,0,0,0
2472850,0,0,0,0
2472900,0,0,0,0
2472950,0,0,0,0
2473000,0,2,0,0
2473050,0,0,0,0
2473100,0,0,0,0
2473150,0,0,0,0
2473200,0,0,0,0
2473250,0,2,2,0
2473300,0,2,0,0
2473350,0,0,0,0
2473400,0,0,0,0
2473450,0,0,0,0
2473500,0,0,0,0
2473550,0,0,4,0
2473600,0,0,0,0
2473650,0,0,0,0
2473700,0,0,0,0
2473750,0,0,0,0
2473800,0,0,0,0
2473850,0,0,0,0
2473900,0,0,0,0
2473950,0,0,0,0
2474000,4,0,0,0
2474050,0,0,0,0
2474100,0,0,6,0
2474150,0,0,0,0
2474200,0,0,0,0
2474250,0,0,0,0
2474300,0,0,0,0
2474350,0,0,0,0
2474400,0,0,2,0
2474450,0,0,0,0
2474500,0,0,0,0
2474550,0,0,0,0
2474600,0,0,0,0
2474650,0,0,0,0
2474700,0,0,0,0
2474750,0,0,0,0
2474800,0,0,0,0
2474850,0,0,0,0
2474900,0,0,0,0
2474950,0,4,8,0
2475000,0,2,0,0
2475050,0,0,0,0
2475100,0,0,0,0
2475150,0,0,0,0
2475200,2,0,0,0
2475250,0,0,0,0
2475300,0,0,0,0
2475350,0,0,0,0
2475400,0,0,0,0
2475450,2,0,0,0
2475500,0,0,0,0
2475550,0,0,0,0
2475600,0,0,0,0
2475650,0,0,0,0
2475700,0,0,0,0
2475750,0,0,0,0
2475800,0,0,6,0
2475850,0,0,0,0
2475900,0,0,0,0
2475950,0,0,0,0
2476000,0,0,0,0
2476050,0,0,0,0
2476100,2,2,0,0
2476150,0,0,0,0
2476200,0,0,0,0
2476250,0,0,0,0
2476300,0,0,0,0
2476350,0,0,0,0
2476400,0,4,0,0
2476450,0,8,0,0
2476500,0,2,0,0
2476550,0,2,0,0
2476600,0,0,0,0
2476650,0,0,0,0
2476700,0,8,0,0
2476750,0,0,0,0
2476800,0,0,0,0
2476850,0,0,0,0
2476900,0,0,0,0
2476950,0,0,0,0
2477000,0,0,0,0
2477050,0,0,0,0
2477100,0,0,0,0
2477150,0,0,0,0
2477200,0,0,0,0
2477250,0,0,0,0
2477300,0,0,0,0
2477350,0,0,0,0
2477400,0,0,0,0
2477450,0,0,0,0
2477500,0,0,0,0
2477550,0,0,0,0
2477600,0,2,0,0
2477650,0,0,0,0
2477700,2,0,0,0
2477750,0,0,0,0
2477800,0,0,0,0
2477850,0,0,0,0
2477900,0,0,0,0
2477950,0,0,0,0
2478000,0,4,0,0
2478050,0,0,0,0
2478100,0,0,0,0
2478150,0,2,0,0
2478200,0,0,0,0
2478250,0,0,0,0
2478300,0,4,2,0
2478350,0,4,0,0
2478400,0,4,0,0
2478450,0,0,0,0
2478500,0,0,0,0
2478550,0,0,0,0
2478600,0,0,0,0
2478650,0,0,0,0
2478700,0,0,0,0
2478750,0,0,0,0
2478800,0,0,0,0
2478850,0,0,0,0
2478900,0,0,0,0
2478950,0,0,0,0
2479000,0,0,0,0
2479050,0,0,0,0
2479100,0,0,0,0
2479150,0,0,0,0
2479200,0,0,0,0
2479250,0,0,0,0
2479300,0,0,0,0
2479350,0,0,0,0
2479400,0,0,0,0
2479450,0,0,4,0
2479500,0,0,0,0
2479550,0,0,0,0
2479600,4,0,0,0
2479650,0,0,0,0
2479700,0,0,2,0
2479750,0,0,0,0
2479800,0,0,0,0
2479850,0,0,0,0
2479900,0,0,0,0
2479950,0,0,4,0
2480000,0,0,0,0
2480050,0,2,0,0
2480100,0,0,0,0
2480150,0,4,0,0
2480200,0,0,0,0
2480250,0,4,0,0
2480300,0,4,0,0
2480350,0,0,0,0
2480400,0,0,0,0
2480450,0,0,0,0
2480500,0,0,0,0
2480550,0,0,6,0
2480600,0,0,0,0
2480650,0,0,0,0
2480700,0,0,0,0
2480750,0,0,0,0
2480800,0,0,0,0
2480850,0,0,0,0
2480900,0,0,0,0
2480950,0,0,0,0
2481000,0,0,0,0
2481050,0,0,0,0
2481100,0,0,6,0
2481150,0,0,0,0
2481200,0,0,0,0
2481250,0,0,0,0
2481300,0,0,0,0
2481350,0,0,0,0
2481400,0,0,0,0
2481450,0,0,0,0
2481500,0,0,0,0
2481550,0,0,0,0
2481600,0,0,0,0
2481650,0,0,0,0
2481700,0,0,0,0
2481750,0,0,0,0
2481800,0,0,0,0
2481850,0,2,0,0
2481900,0,0,0,0
2481950,0,0,0,0
2482000,0,10,0,0
2482050,0,6,0,0
2482100,0,0,0,0
2482150,0,0,0,0
2482200,0,0,0,0
2482250,0,0,0,0
2482300,0,0,0,0
2482350,0,0,0,0
2482400,0,0,0,0
2482450,0,0,0,0
2482500,0,0,0,0
2482550,0,0,0,0
2482600,0,0,0,0
2482650,0,0,0,0
2482700,0,0,0,0
2482750,0,0,0,0
2482800,0,0,0,0
2482850,0,0,0,0
2482900,0,0,0,0
2482950,0,0,0,0
2483000,0,0,0,0
2483050,0,0,0,0
2483100,0,0,0,0
2483150,0,0,0,0
2483200,0,0,0,0
2483250,0,0,0,0
2483300,0,0,0,0
2483350,0,0,6,0
2483400,0,0,0,0
2483450,0,0,0,0
2483500,0,0,0,0
2483550,0,0,0,0
2483600,0,0,0,0
2483650,0,0,0,0
2483700,0,0,0,0
2483750,0,4,0,0
2483800,0,0,0,0
2483850,0,4,0,0
2483900,0,2,0,0
2483950,0,0,0,0
2484000,0,0,0,0
2484050,0,0,0,0
2484100,0,0,0,0
2484150,0,0,0,0
2484200,0,0,0,0
2484250,0,0,0,0
2484300,0,0,0,0
2484350,0,0,0,0
2484400,0,0,0,0
2484450,0,0,0,0
2484500,0,0,0,0
2484550,0,0,0,0
2484600,0,0,0,0
2484650,0,0,0,0
2484700,0,0,0,0
2484750,0,0,0,0
2484800,0,0,0,0
2484850,0,0,0,0
2484900,0,0,0,0
2484950,0,0,0,0
2485000,0,0,0,0
2485050,0,0,0,0
2485100,0,0,0,0
2485150,0,0,0,0
2485200,0,0,0,0
2485250,0,0,0,0
2485300,0,0,0,0
2485350,0,0,0,0
2485400,0,4,0,0
2485450,0,4,0,0
2485500,2,10,0,0
2485550,0,0,0,0
2485600,0,2,4,0
2485650,0,2,0,0
2485700,0,0,0,0
2485750,0,0,0,0
2485800,0,0,0,0
2485850,0,0,0,0
2485900,0,0,0,0
2485950,0,0,0,0
2486000,0,0,0,0
2486050,0,0,0,0
2486100,0,0,0,0
2486150,0,0,4,0
2486200,0,0,0,0
2486250,0,0,0,0
2486300,0,0,0,0
2486350,0,0,0,0
2486400,0,0,0,0
2486450,0,0,2,0
2486500,0,0,0,0
2486550,4,0,0,0
2486600,0,0,0,0
2486650,0,0,0,0
2486700,0,0,0,0
2486750,0,0,0,0
2486800,0,0,0,0
2486850,0,0,0,0
2486900,0,0,0,0
2486950,0,0,0,0
2487000,0,0,0,0
2487050,0,0,0,0
2487100,0,0,0,0
2487150,0,2,0,0
2487200,0,4,0,0
2487250,0,0,0,0
2487300,0,2,4,0
2487350,0,0,0,0
2487400,0,0,0,0
2487450,0,0,0,0
2487500,0,0,0,0
2487550,4,0,0,0
2487600,0,0,2,0
2487650,0,4,0,0
2487700,0,0,0,0
2487750,0,0,0,0
2487800,0,0,0,0
2487850,0,0,0,0
2487900,0,0,0,0
2487950,0,0,0,0
2488000,0,0,0,0
2488050,0,0,0,0
2488100,0,0,0,0
2488150,0,0,2,0
2488200,0,0,0,0
2488250,0,0,0,0
2488300,0,0,0,0
2488350,0,0,0,0
2488400,0,0,4,0
2488450,0,0,0,0
2488500,0,0,0,0
2488550,0,0,0,0
2488600,0,0,0,0
2488650,4,0,0,0
2488700,0,2,0,0
2488750,0,0,0,0
2488800,0,0,0,0
2488850,0,0,0,0
2488900,0,4,0,0
2488950,0,4,0,0
2489000,0,0,2,0
2489050,0,4,0,0
2489100,0,2,0,0
2489150,0,0,0,0
2489200,0,0,0,0
2489250,0,0,0,0
2489300,0,0,0,0
2489350,0,0,0,0
2489400,0,0,0,0
2489450,0,0,0,0
2489500,0,0,0,0
2489550,0,0,0,0
2489600,0,0,0,0
2489650,0,0,0,0
2489700,0,0,0,0
2489750,0,0,0,0
2489800,0,0,0,0
2489850,0,0,0,0
2489900,0,0,0,0
2489950,0,0,0,0
2490000,0,0,0,0
2490050,0,0,0,0
2490100,0,0,0,0
2490150,0,0,0,0
2490200,0,0,0,0
2490250,0,0,0,0
2490300,0,0,0,0
2490350,0,0,0,0
2490400,0,0,0,0
2490450,0,0,0,0
2490500,0,0,0,0
2490550,0,0,0,0
2490600,0,0,0,0
2490650,0,2,0,0
2490700,0,0,2,0
2490750,0,0,0,0
2490800,0,2,0,0
2490850,0,4,0,0
2490900,0,0,0,0
2490950,0,0,0,0
2491000,0,0,0,0
2491050,2,0,0,0
2491100,0,0,0,0
2491150,0,0,0,0
2491200,0,0,0,0
2491250,0,0,0,0
2491300,0,0,0,0
2491350,0,0,0,0
2491400,0,0,0,0
2491450,0,0,0,0
2491500,0,0,0,0
2491550,0,0,0,0
2491600,0,0,0,0
2491650,0,0,0,0
2491700,0,0,0,0
2491750,0,0,0,0
2491800,0,2,4,0
2491850,0,0,0,0
2491900,0,0,0,0
2491950,0,0,0,0
2492000,0,0,0,0
2492050,0,0,0,0
2492100,0,0,0,0
2492150,0,0,0,0
2492200,0,0,0,0
2492250,0,0,0,0
2492300,0,0,0,0
2492350,0,0,0,0
2492400,0,0,0,0
2492450,0,8,0,0
2492500,0,6,0,0
2492550,0,0,0,0
2492600,0,0,0,0
2492650,0,0,2,0
2492701,0,0,0,0
2492750,0,0,0,0
2492800,0,0,0,0
2492850,0,0,0,0
2492900,0,0,0,0
2492950,0,0,0,0
2493000,0,0,0,0
2493051,0,0,0,0
2493100,0,0,0,0
2493150,0,0,0,0
2493200,0,0,0,0
2493250,0,0,0,0
2493300,0,0,0,0
2493350,0,0,0,0
2493400,0,0,0,0
2493450,0,0,0,0
2493500,0,0,0,0
2493550,0,0,0,0
2493600,0,0,0,0
2493650,0,0,0,0
2493700,0,0,0,0
2493750,0,0,0,0
2493800,0,0,0,0
2493850,0,0,0,0
2493900,0,0,0,0
2493950,2,0,0,0
2494000,0,0,0,0
2494050,2,2,0,0
2494100,0,2,0,0
2494150,0,4,0,0
2494200,0,2,0,0
2494250,0,0,0,0
2494300,0,0,0,0
2494350,0,0,0,0
2494400,0,0,0,0
2494450,0,0,0,0
2494500,0,0,0,0
2494550,0,0,0,0
2494600,0,0,0,0
2494650,0,0,0,0
2494700,0,0,0,0
2494750,0,0,0,0
2494800,0,0,0,0
2494850,0,0,0,0
2494900,0,0,0,0
2494950,0,0,0,0
2495000,0,2,0,0
2495050,0,0,0,0
2495100,0,0,0,0
2495150,0,0,0,0
2495200,0,0,0,0
2495250,0,0,0,0
2495300,0,0,0,0
2495350,0,0,0,0
2495400,0,0,0,0
2495450,0,0,2,0
2495500,0,2,0,0
2495550,0,0,0,0
2495600,0,0,0,0
2495650,0,4,0,0
2495700,0,2,0,0
2495750,0,0,0,0
2495800,0,2,0,0
2495850,0,0,0,0
2495900,0,0,0,0
2495950,0,0,0,0
2496000,0,0,2,0
2496050,0,0,0,0
2496100,0,0,0,0
2496150,0,0,0,0
2496200,0,0,0,0
2496250,0,0,0,0
2496300,0,0,0,0
2496350,0,0,0,0
2496400,0,0,0,0
2496450,0,0,0,0
2496500,0,0,0,0
2496550,0,0,0,0
2496600,0,0,0,0
2496650,0,0,0,0
2496700,0,0,0,0
2496750,0,0,0,0
2496800,0,0,0,0
2496850,0,0,0,0
2496900,0,0,0,0
2496950,0,0,0,0
2497000,0,0,0,0
2497050,0,6,0,0
2497100,0,0,0,0
2497150,0,4,0,0
2497200,0,4,0,0
2497250,0,0,0,0
2497300,0,6,0,0
2497350,0,0,0,0
2497400,0,0,4,0
2497450,0,0,0,0
2497500,0,0,0,0
2497550,0,0,0,0
2497600,0,0,0,0
2497650,0,0,2,0
2497700,0,0,0,0
2497750,0,0,0,0
2497800,0,0,0,0
2497850,0,0,0,0
2497900,0,4,0,0
2497950,0,0,2,0
2498000,0,0,0,0
2498050,0,0,0,0
2498100,0,0,0,0
2498150,0,0,0,0
2498200,0,0,0,0
2498250,0,0,0,0
2498300,0,0,0,0
2498350,0,0,0,0
2498400,0,0,0,0
2498450,0,0,0,0
2498500,0,4,0,0
2498550,0,0,0,0
2498600,0,2,0,0
2498650,0,0,0,0
2498700,0,0,0,0
2498750,0,2,0,0
2498800,0,0,6,0
2498850,0,0,0,0
2498900,0,4,0,0
2498950,2,0,0,0
2499000,0,4,0,0
2499050,0,0,0,0
2499100,0,0,0,0
2499150,0,0,0,0
2499200,0,0,0,0
2499250,0,0,0,0
2499300,0,0,0,0
2499350,0,0,0,0
2499400,0,0,0,0
2499450,0,0,0,0
2499500,0,0,0,0
2499550,0,0,0,0
2499600,0,0,0,0
2499650,0,0,4,0
2499700,0,0,0,0
2499750,2,0,0,0
2499800,0,0,0,0
2499850,0,0,0,0
2499900,0,0,0,0
2499950,0,0,0,0
2500000,0,0,0,0
2500050,0,0,0,0
2500100,0,0,0,0
2500150,0,0,0,0
2500200,0,0,0,0
2500250,0,0,0,0
2500300,0,0,0,0
2500350,0,0,0,0
2500400,0,0,0,0
2500450,0,0,0,0
2500500,0,0,0,0
2500550,0,6,0,0
2500600,0,2,0,0
2500650,0,0,0,0
2500700,0,2,0,0
2500750,0,4,0,0
2500800,0,6,0,0
2500850,0,0,0,0
2500900,0,0,0,0
2500950,0,0,0,0
2501000,0,0,0,0
2501050,0,0,2,0
2501100,0,0,0,0
2501150,0,0,0,0
2501200,0,0,0,0
2501250,0,0,0,0
2501300,0,0,0,0
2501350,0,0,0,0
2501400,0,0,0,0
2501450,0,0,0,0
2501500,0,0,0,0
2501550,0,0,0,0
2501600,0,0,0,0
2501650,0,0,0,0
2501700,0,0,0,0
2501750,0,0,0,0
2501800,0,0,0,0
2501850,0,0,0,0
2501900,0,0,2,0
2501950,0,0,0,0
2502000,0,0,0,0
2502050,0,0,0,0
2502100,0,0,0,0
2502150,0,0,0,0
2502200,0,0,0,0
2502250,0,0,0,0
2502300,0,0,0,0
2502350,0,0,0,0
2502400,0,0,0,0
2502450,0,0,2,0
2502500,0,0,0,0
2502550,0,0,0,0
2502600,0,12,0,0
2502650,0,2,0,0
2502700,0,6,0,0
2502750,0,2,0,0
2502800,0,0,0,0
2502850,0,0,0,0
2502900,0,0,0,0
2502950,0,0,0,0
2503000,0,0,2,0
2503050,0,0,0,0
2503100,0,0,0,0
2503150,0,0,0,0
2503200,0,0,0,0
2503250,0,0,0,0
2503300,0,0,0,0
2503350,0,0,0,0
2503400,0,0,0,0
2503450,0,0,0,0
2503500,0,0,0,0
2503550,0,0,0,0
2503600,0,0,0,0
2503650,0,0,0,0
2503700,0,0,0,0
2503750,0,0,0,0
2503800,0,0,0,0
2503850,0,0,4,0
2503900,0,0,0,0
2503950,0,0,0,0
2504000,0,0,0,0
2504050,0,0,0,0
2504100,0,0,0,0
2504150,0,2,0,0
2504200,0,0,0,0
2504250,0,2,0,0
2504300,0,0,0,0
2504350,0,2,0,0
2504400,0,2,0,0
2504450,0,2,0,0
2504500,0,6,0,0
2504550,0,0,0,0
2504600,0,2,0,0
2504650,0,0,0,0
2504700,0,0,0,0
2504750,0,0,0,0
2504800,0,0,0,0
2504850,0,0,0,0
2504900,2,0,0,0
2504950,0,0,0,0
2505000,0,0,0,0
2505050,0,0,0,0
2505100,0,0,0,0
2505150,0,0,0,0
2505200,0,0,0,0
2505250,0,0,0,0
2505300,0,0,0,0
2505350,0,0,0,0
2505400,0,0,0,0
2505450,0,0,0,0
2505500,0,0,0,0
2505550,0,0,0,0
2505600,0,2,0,0
2505650,0,0,0,0
2505700,0,0,0,0
2505750,4,0,0,0
2505800,0,0,0,0
2505850,0,0,0,0
2505900,0,0,0,0
2505950,0,0,0,0
2506000,0,0,0,0
2506050,0,0,0,0
2506100,0,0,4,0
2506150,0,6,0,0
2506200,0,4,0,0
2506250,0,0,0,0
2506300,0,4,0,0
2506350,0,0,0,0
2506400,0,0,0,0
2506450,0,0,0,0
2506500,0,0,0,0
2506550,0,0,0,0
2506600,0,0,0,0
2506650,0,0,6,0
2506700,0,0,0,0
2506750,0,0,0,0
2506800,0,0,0,0
2506850,0,0,0,0
2506900,0,0,0,0
2506950,0,0,0,0
2507000,0,0,0,0
2507050,0,0,0,0
2507100,0,0,0,0
2507150,0,0,0,0
2507200,0,0,0,0
2507250,0,0,0,0
2507300,0,0,0,0
2507350,0,0,0,0
2507400,0,0,0,0
2507450,0,0,0,0
2507500,0,0,0,0
2507550,0,0,0,0
2507600,0,0,0,0
2507650,0,0,0,0
2507700,0,0,0,0
2507750,0,6,2,0
2507800,0,0,0,0
2507850,0,0,0,0
2507900,0,0,0,0
2507950,0,4,0,0
2508000,0,6,0,0
2508050,0,4,0,0
2508100,0,0,0,0
2508150,0,0,0,0
2508200,0,0,0,0
2508250,0,0,0,0
2508300,0,0,0,0
2508350,0,0,2,0
2508400,0,0,0,0
2508450,0,0,0,0
2508500,0,0,0,0
2508550,0,0,0,0
2508600,0,0,0,0
2508650,0,0,0,0
2508700,0,0,0,0
2508750,0,0,0,0
2508800,0,0,0,0
2508850,0,0,0,0
2508900,0,0,0,0
2508950,0,0,0,0
2509000,0,0,0,0
2509050,0,0,0,0
2509100,0,0,0,0
2509150,0,0,0,0
2509200,0,0,0,0
2509250,0,0,0,0
2509300,0,0,0,0
2509350,0,0,0,0
2509400,0,0,0,0
2509450,0,0,0,0
2509500,0,0,0,0
2509550,0,2,0,0
2509600,0,0,0,0
2509650,0,0,0,0
2509700,0,4,0,0
2509750,0,4,2,0
2509800,0,2,0,0
2509850,0,2,0,0
2509900,0,0,0,0
2509950,0,0,0,0
2510000,0,0,0,0
2510050,0,0,0,0
2510100,0,0,0,0
2510150,0,0,0,0
2510200,0,0,0,0
2510250,0,0,0,0
2510300,0,0,2,0
2510350,0,0,0,0
2510400,0,0,0,0
2510450,0,0,0,0
2510500,0,0,0,0
2510550,0,0,0,0
2510600,0,0,0,0
2510650,0,0,0,0
2510701,0,0,0,0
2510750,0,0,0,0
2510800,0,0,0,0
2510850,0,0,0,0
2510900,0,0,0,0
2510950,0,0,0,0
2511000,0,0,0,0
2511050,0,0,0,0
2511100,0,0,0,0
2511150,0,0,0,0
2511200,0,0,0,0
2511250,0,0,0,0
2511300,0,4,0,0
2511350,0,2,0,0
2511400,0,0,2,0
2511450,0,4,0,0
2511500,0,4,0,0
2511550,0,6,0,0
2511600,0,4,0,0
2511650,0,0,0,0
2511700,0,0,4,0
2511750,0,0,0,0
2511800,0,0,0,0
2511850,0,0,0,0
2511900,0,0,0,0
2511950,0,0,0,0
2512000,0,0,2,0
2512050,0,0,0,0
2512100,0,0,0,0
2512150,0,0,0,0
2512200,0,0,0,0
2512250,0,0,0,0
2512300,0,0,0,0
2512350,0,0,0,0
2512400,0,0,0,0
2512450,0,0,0,0
2512500,0,0,0,0
2512550,0,0,0,0
2512600,0,0,0,0
2512650,0,0,0,0
2512700,0,0,0,0
2512750,0,0,0,0
2512800,0,0,0,0
2512850,0,0,0,0
2512900,0,0,0,0
2512950,0,0,0,0
2513000,0,2,0,0
2513050,0,2,0,0
2513100,0,0,0,0
2513150,0,6,0,0
2513200,0,8,0,0
2513250,0,4,0,0
2513300,0,0,0,0
2513350,0,0,0,0
2513400,0,0,2,0
2513450,0,0,0,0
2513500,0,0,0,0
2513550,0,0,0,0
2513600,0,0,0,0
2513650,0,0,0,0
2513700,0,0,0,0
2513750,0,0,0,0
2513800,0,0,0,0
2513850,0,0,0,0
2513900,0,0,0,0
2513950,0,0,0,0
2514000,0,0,0,0
2514050,0,0,0,0
2514100,0,0,0,0
2514150,0,0,0,0
2514200,0,0,0,0
2514250,0,0,0,0
2514300,0,0,0,0
2514350,0,0,0,0
2514400,0,0,0,0
2514450,0,0,0,0
2514500,0,4,0,0
2514550,0,4,0,0
2514600,0,2,0,0
2514650,0,4,0,0
2514700,0,2,0,0
2514750,0,0,0,0
2514800,0,0,2,0
2514850,0,0,0,0
2514900,0,0,0,0
2514950,0,0,0,0
2515000,0,0,0,0
2515050,0,0,0,0
2515100,0,0,0,0
2515150,0,0,0,0
2515200,0,0,0,0
2515250,0,0,0,0
2515300,0,0,0,0
2515350,0,0,0,0
2515400,0,0,0,0
2515450,0,0,0,0
2515500,0,0,0,0
2515550,0,0,0,0
2515600,0,0,0,0
2515650,0,0,2,0
2515700,0,0,0,0
2515750,0,0,0,0
2515800,0,0,0,0
2515850,0,0,0,0
2515900,0,0,0,0
2515950,0,0,0,0
2516000,0,0,0,0
2516050,2,0,0,0
2516100,0,0,0,0
2516150,0,0,0,0
2516200,0,4,0,0
2516250,0,4,0,0
2516300,0,4,0,0
2516350,0,0,0,0
2516400,0,2,0,0
